,MSE,NMSE,NRMSD,PSNR,RMSD,basis_count,e_cur,runtime
115,477.3687049476749,0.014958443620038522,0.04576916905278417,21.342264164821138,21.84876895725878,116,530.1349156395072,1.627343503991142
116,465.4586562333258,0.014579798631568405,0.04635103586438951,21.45199249486393,21.574490868461435,117,525.3061216794682,1.652249910053797
117,476.67848515024656,0.014936492395892396,0.04580229343343,21.348548103492785,21.832967850254498,118,522.7485940613167,1.6372499429853633
118,460.8945688486487,0.014434771755443122,0.046579970030213184,21.49478770410909,21.468455204058085,119,522.7278549512254,1.6309420879697427
119,446.27895159717565,0.013970629757240702,0.04733657131813802,21.63473956708907,21.12531542006357,120,519.5562146457861,1.5226430470356718
120,440.60336277981327,0.013790506943011814,0.04764047645900773,21.690325534114372,20.99055413227134,121,513.4106412336671,1.4356219780165702
121,435.5788090809726,0.01363109904232137,0.0479144633586832,21.740136177067207,20.870524887529125,122,511.2618996090437,1.542158156982623
122,435.07789041350355,0.013615209753273811,0.04794203812781677,21.745133467900523,20.858520810774277,123,510.0889154298951,1.5895599849754944
123,420.30231999024437,0.013146748222338323,0.04877745156886998,21.89518573631494,20.50127605760784,124,508.34275159616254,1.5475084070349112
124,415.7553849003812,0.013002674125854635,0.04904345509914907,21.942424779195257,20.390080551591286,125,504.5712552372297,1.537224264931865
125,411.44835050495965,0.01286623930312462,0.049299479858258374,21.98765035289313,20.28418966843289,126,505.47790890659377,1.570946899941191
126,405.2268759227416,0.012669225233381575,0.049676487375341326,22.05382119446523,20.130247785925082,127,504.27370502285777,1.613360114977695
127,396.7926439201786,0.012402262607250369,0.05020167339061504,22.14516748631958,19.91965471387942,128,495.1920764986629,1.6464177219895646
128,390.6206588830181,0.012206994413418616,0.050596723710734745,22.21325152633844,19.764125553209233,129,503.5225034239597,1.627845156006515
129,384.0496200421083,0.011999183795320249,0.05102773954132334,22.286930210881795,19.597183982452894,130,496.3496388325827,1.681928148958832
130,381.269059318484,0.011911273612320205,0.0512134718660474,22.318487979558114,19.526112242801535,131,494.2723097440332,1.7011628630571067
131,374.93984239271737,0.011711226084941866,0.051643920481824625,22.39118768374034,19.36336340599735,132,489.31334905364247,1.7221649809507653
132,369.6218200542155,0.011543200519710447,0.052014113306563206,22.453227596579772,19.225551228878082,133,485.5223226995572,1.737566165975295
133,357.01870572235157,0.011145221618464714,0.05292422588581933,22.603893896319814,18.894938627112595,134,481.7636533158271,1.7773716429946944
134,356.2798685247706,0.011121900466068934,0.05297907340737375,22.612890774885756,18.87537730814329,135,483.25661793381494,1.7637030329788104
135,349.3168965740496,0.01090216938372876,0.05350448688127817,22.698607677541766,18.690021310155043,136,475.0003282217845,1.7697035790188238
136,344.530879781981,0.01075119202881953,0.053874831321879264,22.758522077218025,18.56154303343289,137,476.8978804535049,1.8233807010110468
137,339.4682672464906,0.010591538392893956,0.05427507199279099,22.82281177255367,18.42466464407129,138,470.925801766204,1.8749238440068439
138,333.39146855517015,0.010399968156747614,0.05476748007932778,22.901258787737014,18.259010612713116,139,470.47429422919095,1.8803588120499626
139,323.40506152636596,0.010085305761761318,0.05560663229271512,23.03333548217228,17.983466337899543,140,466.52992559363656,1.9416967160068452
140,317.773550591449,0.009907948498416483,0.056097192513560754,23.109626143471303,17.82620404324625,141,464.8971045373159,1.9388938619522378
141,306.43486108887873,0.009551039796191374,0.05712561843121153,23.26742190255541,17.50528094858459,142,458.6537406103498,1.9497007399331778
142,306.88111756440316,0.0095650818727406,0.057084068218307735,23.261101938107032,17.518022649956905,143,460.7916340006382,1.942378083942458
143,303.72178693430317,0.009465677575346025,0.057380195925427244,23.306044145012763,17.427615641111185,144,458.2813268532296,2.260969786089845
144,296.8499695067219,0.009249532208772912,0.058040546853670646,23.40543352217802,17.229334563665592,145,454.79939180310726,2.1329920820426196
145,286.4409934242434,0.008922305688025415,0.059085703986426756,23.5604518960658,16.924567747042857,146,447.26849741815295,2.3709946940653026
146,288.70988225394854,0.008993614559283407,0.0588530771787912,23.5261871126185,16.991464982571355,147,450.0792831153242,2.305808349046856
147,279.89185857264226,0.008716529556806603,0.05977297432208645,23.660900948719146,16.729968875423594,148,448.7764062389352,2.0889937059255317
148,277.234849208475,0.008633069316832732,0.06005872238107679,23.702325394459812,16.650370842971487,149,442.80724932640845,2.1307584040332586
149,270.665804179628,0.008426786041539083,0.060783164229201825,23.80646970240332,16.45192402667931,150,443.04297626391934,2.163510304992087
150,267.20418485784813,0.008318117095887461,0.06117561896792164,23.86237105243898,16.346381399497815,151,441.30854179148963,2.1423697599675506
151,260.5097213203823,0.008108027460403651,0.06195666504446502,23.97256426564328,16.140313544673855,152,429.38841074270886,2.1426207289332524
152,256.40212194553305,0.00797916366736955,0.062450970602014474,24.041587458502157,16.012561379914615,153,428.1265919193954,2.1702831219881773
153,254.32275065898858,0.007913942096650242,0.06270575394212013,24.076951487704097,15.947499824705709,154,424.8545957119315,2.1781602069968358
154,247.88800852425095,0.007712163403631917,0.06351440599055337,24.188248424006492,15.74445961359903,155,424.2381804076905,2.317175955977291
155,242.86785896857137,0.00755479916832565,0.06416747910729927,24.27710316611128,15.58421826620031,156,421.6363561325244,2.4133625800022855
156,236.82517373138577,0.0073654471657924325,0.06498095170845299,24.386524962986652,15.38912517758517,157,422.7361446782747,2.415079181897454
157,232.38451972916096,0.00722634135718773,0.06559887673309998,24.468731666682256,15.244163464393871,158,412.96673782386523,2.3613471299177036
158,227.8678668016341,0.007084894246733631,0.06624581640625009,24.553972741897454,15.095292869024902,159,416.6087555599428,2.3680350470822304
159,224.64068930978226,0.006983853710062504,0.0667199617201418,24.615919377838708,14.98801819153494,160,410.5172232376692,2.4651212790049613
160,222.26240697448458,0.006909404427344995,0.06707597487841706,24.662143476703715,14.908467626637037,161,406.9967837395708,2.502844630042091
161,209.85555152127597,0.006521201102732979,0.06903030126110736,24.911598983370045,14.486391942829517,162,407.02942793180017,2.5200225709704682
162,212.67727458610912,0.006609464883923348,0.06857083797989393,24.853592745812215,14.583458937649501,163,403.099431414642,2.4350517080165446
163,207.8259002844146,0.006457722978451839,0.06936656113085868,24.95380690362538,14.416168016654584,164,401.9783180154804,2.4236490419134498
164,203.43112440086924,0.0063203021040914385,0.0701118295781599,25.04662961339918,14.262928324887188,165,396.45740193004247,2.4769958020187914
165,195.322372779031,0.006066846864465297,0.07155236686583573,25.223283694080834,13.975778074190753,166,398.31586231193864,2.4845286440104246
166,198.0757919796829,0.006152896168013628,0.07105330758421996,25.162489597971494,14.073940172520377,167,393.0392078818818,2.8880946380086243
167,191.41683740821725,0.005944817099671343,0.07227863325690641,25.31100224334805,13.835347390225417,168,391.18059298514504,2.9352539989631623
168,180.4896006737986,0.005603549144341129,0.0744344370200266,25.566281767874127,13.434641814123614,169,388.40555743155306,2.9430360249243677
169,185.23406638375863,0.005751694856602134,0.07347499574950868,25.453595001097796,13.610072240210874,170,386.6819032067986,2.7548653880367056
170,181.31741055017062,0.005629394324497175,0.07426432635024938,25.546408527303353,13.46541535008002,171,381.59330499338614,2.6585279619321227
171,175.04990672204912,0.005433748659514443,0.0755821180679405,25.699184771870822,13.23064271764789,172,384.6333977474323,2.66061860404443
172,174.49999845916577,0.0054165864202103805,0.07570111674466672,25.712849334075297,13.209844755301472,173,373.7667435855324,2.736361442017369
173,170.44486404498772,0.005290046695301825,0.07659634389575101,25.814964415483885,13.055453421654406,174,379.55921238924446,2.7488928119419143
174,167.5054449554903,0.005198342572624425,0.07726548509666038,25.89051432028244,12.942389460817902,175,373.8883434446146,2.791705077048391
175,162.74590570899204,0.005049889736163675,0.07838716616354593,26.01570289282726,12.757190353247537,176,369.4913571039507,2.811236581997946
176,160.14709083255116,0.004968849673449381,0.0790206273175457,26.085613070147783,12.654923580668164,177,366.84012335745535,2.8436350480187684
177,155.13280357567086,0.004812523731775171,0.08028754518003955,26.223767196915823,12.455231975987877,178,365.03561090771734,2.8818502470385283
178,152.22208579757748,0.0047218011987546875,0.08105152036376172,26.306026923745307,12.337831486836635,179,361.7179700653612,2.863693253020756
179,150.3498777386847,0.004663456050823883,0.08155459969544582,26.35977281590244,12.261724093237651,180,361.2453914420873,2.977878552977927
180,147.00007759995592,0.004559080401831642,0.08247858811438886,26.457627968597084,12.124358853149964,181,351.73544070265535,3.3851393470540643
181,142.72619554412046,0.0044259429803096394,0.08370437446886145,26.585766713118744,11.946806918341004,182,346.87589174952893,3.3947430540574715
182,139.75759903145922,0.004333487801746479,0.08458868712600028,26.677049297999133,11.8219118179531,183,346.0228698965037,3.557246512034908
183,137.86291596426557,0.004274487918609582,0.08516796492082576,26.736329007689537,11.741503990727319,184,347.06570080308074,3.0974511230597273
184,134.00405363124798,0.00415434549434402,0.08638553594448066,26.859624248683616,11.576011991668286,185,343.0621534718157,3.1045289679896086
185,130.65680384463863,0.00405015497431123,0.08748507831128793,26.96948330690944,11.430520716250797,186,337.68171114516736,3.4388825319474563
186,124.87529790534147,0.003870243787471447,0.0894873672867996,27.166038235698743,11.174761648703809,187,338.80267838121046,3.49996830499731
187,123.41560394250801,0.0038248306475181515,0.09001501612018441,27.217102880612405,11.109257578367153,188,331.1681178821147,3.5482348309597
188,118.22160223478117,0.00366327123790927,0.09197114208310676,27.40383519905043,10.872975776427591,189,326.5365927901508,3.6128559820353985
189,115.37259628979366,0.0035746749993076053,0.09309978264357172,27.509776949722152,10.741163637604338,190,323.1793704930416,3.532436506007798
190,112.63774841535721,0.0034896434747957827,0.09422323690930387,27.613964003603492,10.613093253870767,191,325.53240410999484,3.8074274859391153
191,109.6320397142923,0.0033962070006507174,0.09550613120314015,27.73142866594967,10.470531969021073,192,321.64564391617705,3.600541625986807
192,107.62857317861996,0.0033339362281867503,0.0963909384532621,27.81152777953258,10.374419173072774,193,318.4923134025276,3.2443142880219966
193,104.1809770729506,0.0032267978146417733,0.0979728601915605,27.952919346727384,10.206908301388358,194,316.0331654130484,3.2346639139577746
194,95.2405957559632,0.002949070720228058,0.1024681624952015,28.342582574958605,9.759128842061836,195,312.1901457942628,3.5097948970505968
195,98.24371625526108,0.0030423435407038687,0.10088988080403889,28.207755787460265,9.911796822739108,196,310.2249386819167,3.8736093199113384
196,96.57005859778349,0.002990359880099717,0.10176038760515059,28.282378659368366,9.827006593962553,197,303.36139384270183,3.3739802640629932
197,93.44466913112585,0.00289329998076735,0.1034481514918722,28.42525830251752,9.666678288384581,198,301.76043583691455,3.4882312720874324
198,91.73061020813444,0.002840077346958085,0.10441018342978249,28.50566078347513,9.577609837957194,199,298.82213078867346,3.9813872879603878
199,89.86083353602334,0.0027820260184008346,0.10549084682633793,28.595099181397657,9.479495426235689,200,295.54287419604265,4.006201755953953
